NoAgresivo;'MaiteOrsini Debes ser investigada junto a Boric porque has infrigido normas Constitucionales'
NoAgresivo;'Sicoticox Pornito1 DerechaTuitera si apoyas a Bachelet eres lo suficientemente TONTO para no entender no vale la pena discutir contigo'
NoAgresivo;'Asuma mejor que su gobierno no ha hecho nada contra la delincuencia y que Chile ya esta harto senor ministro Su gobierno es tan malo como el de Bachelet No se atreven a poner la mano dura que la gente pide a gritos '
NoAgresivo;'Como ceciliamorel no va a ser la mujer mas influyente de Chile Inteligente asertiva empatica distinguida y buenamoza cualidades tan poco comunes en La Moneda desde hace tantos anos Felicitaciones '
NoAgresivo;'Gano la familia Un gran triunfo para la familia en el ultimo referendum el cual aclara que el matrimonio solo es entre un hombre y una mujer '
NoAgresivo;'Tolerancia 0 a la violencia contra la mujer Lipigas firmo su compromiso Sumate tu tambien'
NoAgresivo;'Bachelet no deberia ser procesada y condenada a pagar los costos de devolver a su pais a los haitianos que ella misma trajo enganados La designan comisionada DDHH de ONUes y esto no es acaso abusar de la inocencia de miles de familias que vieron vulnerados sus derechos '
NoAgresivo;'Cual es el problema que Maite Orsini junto a Boric hayan visitado a Salamanca Kast se reunio con asesinos en Punta Peuco'
NoAgresivo;'Las Chilenas tienen cara de indias JAJAJA para mi las chilenas son las mas lindas de latinoamerica son hermosas dejen de decir huevadas'
Agresivo;'ME QUERI WEAR PERRA CULIA MY FRIENDS CONGRATULATIONS NICK CHUPALA MARACA SAL DE ACA NADIE TE QUIERE CTM'
NoAgresivo;'Por que quitarle a una mujer (estupenda x cierto) el encanto de sus curvas Donde hay masa es donde mejor se pasa '
NoAgresivo;'Que Diputados del Frente Amplio sabian de la reunion de Boric con el asesino Palma Salamanca'
NoAgresivo;'Que espera la derecha para pedir la destitucion de Maite Orsini y Gabriel Boric por reunirse a escondidas con un asesino'
NoAgresivo;'Que fue lo bueno que hice para merecer a una mujer tan maravillosa en mi vida'
Agresivo;'Que lindo no Con cargo a nuestros impuestos pagamos las noches de farra y amor por Paris de los diputados'
NoAgresivo;'Quieren desviar la atencion de los temas mas importantes con este asunto Boric'
NoAgresivo;'Respeta algo el Diputado '
Agresivo;'Y si esposa sabe que la trata como una puta barata aqui Su mama tambien la chupa bien'
NoAgresivo;'Las mujeres desean ser amadas no porque sean bonitas o buenas o bien educadas o graciosas o inteligentes sino por ser ellas mismas'
Agresivo;'Mi ex era re celosa alta loca de mierda'
NoAgresivo;'Una mujer tiene derecho a estar guapa perfecta y deseable Y eso no es provocacion es arte Y el resto debe ser respeto y educacion'
NoAgresivo;'1 Sube desempleo 71% 2 Baja Ranking Doing Business 3 Se contrae nuevamente la la produccion industrial 4 Se anticipa debil IMACEC par Septiembre Nooo no es el gobierno de Michelle Bachelet Es Sebastian Pinera octubre 31 de 2018 Notaron  nadie se escandaliza'
Agresivo;'3 anos de trabajo para crear Ministerio de Agricultura Alimentos Pesca y Recursos Ayer la Presidenta Bachelet lo retiro del Congreso'
NoAgresivo;'4 El problema de fondo aca no es Bachelet ni los partidos Hay que cambiar CON SUMA URGENCIA la Constitucion de este pais Como sea'
NoAgresivo;'6 Si Twitter fuera tan influyente como lo pintan algunos Ni Bachelet ni Matthei hubiesen pasado a segunda vuelta'
NoAgresivo;'A Bachelet le preocupa Bolsonaro pero sus amigos si son super inofensivos '
Agresivo;'a Boric Ahora despues de la Licencia por TOC y recaida por TAC ( Trastorno antipatriota compulsivo)'
Agresivo;'a esa weona yo la quemaria en un centro de concentracion a la terrorista de mierda si era del mir nose que webea DDHH'
NoAgresivo;'A esta hora el 2010 Bachelet se iba a dormir con un chicle en el velador'
NoAgresivo;'A la mierda todos los gnosticos hijos de puta y su filosofia barata parecen idiotas  Se han venido a cagar en la vida de muchas personas con esa secta satanica '
NoAgresivo;'A la mujer en general le molesta la mujer estupenda y no es envidia ni celos es su inseguridad y su aprendizaje machista de decadas'
NoAgresivo;'A lo mejor Maite Orsini andaba de aranita entro a un departamento y toco la mala cuea que estaba RPS adentro reunido con Gabriel Boric'
NoAgresivo;'A los medios de comunicacion les encanta decirle a Bolsonaro Ultra Derechista pero omiten decirle a Bachelet Evo Morales a kirchner o incluso a Maduro Ultra Izquierdistas o Ultra Comunistas A ellos solo Social Democracia'
NoAgresivo;'a mi me caen muy bien las chilenas son muy lindas y nunca se meten con las mexicanas u las amo'
Agresivo;'A mi mujer le voy a regalar una lampara de aladino pa q guarde el genio de mierda q tiene ← jajajajaja'
NoAgresivo;'a mi no me gusta las expresiones del diputado boric creo que hace mucho dano a chile entero con esta accion'
Agresivo;'A Miss Ucrania le piden renunciar a su corona tras descubrir que es madre soltera pero es mujer y bella A Miss Espana le aplauden que paticipe en el Miss Universo porque al cortarse su miembro viril se vuelve mujer  pero es hombre '
NoAgresivo;'A mujeres buenas les rompemos el corazon'
NoAgresivo;'a Srta Que esta en las noticias en este momento atenta contra la independencia de la radio euforica por llegada de Bachelet'
NoAgresivo;'a su edad nosotros/as jovenes en los 70s y 80s no dudamos en combatir a la tirania Si teniamos miedo si'
NoAgresivo;'A todos muchas gracias por aceptar y entender mi emocion soy quien soy gracias a esa mujer maravillosa que siempre y contra toda evidencia ha creido en mi'
Agresivo;'A una mujer del signo ARIES es mejor y recomendable tenerla SIEMPRE de amiga porque de enemiga es peor que el diablo'
Agresivo;'A una mujer no se le pega pero a Berni la golpearia tanto tanto pa que deje a esa mierda de pololo que tiene'
Agresivo;'A vs no t van a quedar ni los piojos negra sarnosa'
Agresivo;'Aaaa perra desgraciada '
Agresivo;'aaaa watona ql que mierda haces hablando ahi de Chile weona hablando de lo que pasa aca ven a Chile mierda'
NoAgresivo;'Aca en Chile los medios de comunicacion de izquierda temen que Bolsonaro destape la olla y caiga la Bachelet'
Agresivo;'Aca estadistica sobre DESIGUALAD durante el gobierno de bachelet  Y asi la muy cara dura habla de NO + DESIGUALDAD '
Agresivo;'Aca hay mas parques (electricos) que creo Bachelet para cuidar el el medio ambiente '
Agresivo;'Acaso esta mugrienta y sarnosa me tiro ese tweet a mi'
NoAgresivo;'Acompanando a la mujer desde el nacimiento hasta la senectud Feliz dia a todos los que tenemos sin ninguna esta profesion tan maravillosa y a todos los que estais a punto de adentraros en ella '
NoAgresivo;'Acordandome de una gran amiga una gran persona una gran mujer ella es mi amiga katrinamorenoof a la q le deseo lo mejor de la vida porque se lo merece A ver si hablamos amiga mia cuidate y dale besitos a la familia'
Agresivo;'Ademas eres una mujer fea…'
NoAgresivo;'Aeropuerto Michelle Bachelet y que arda todo '
NoAgresivo;'Agradecido con la vida por la fortuna de coincidir con una mujer maravillosa has sido mi companera de proyectos aventuras y alegrias Gracias Cristina por celebrar un ano mas de enamorados'
NoAgresivo;'Ahi que pedir la destitucion de GBoric y Maite Orsini'
NoAgresivo;'Ahora matiasdelrio insinuando q Bachelet va a modificar el informe q le entrego Engel Muy pelotudo'
NoAgresivo;'Ahora de todo es culpable la lluvia descansa un rato Bachelet'
NoAgresivo;'Ahora Haitianos protestan frente a su propia embajada  quizas debieran entender de una vez que fueron utilizados como carne de canon por un gobierno de izquierda liderado por Bachelet  ahi reclamen y pataleen con razon'
Agresivo;'Ajajajajajajaj perdon es que te volviste tan perra que pense que buscabas a dinero'
NoAgresivo;'Al fin terminaron los TiemposPeores de 176 haitianos que llegaron a Chile enganados por la Bachelet y los jesuitas Hoy el actual gobierno de manera responsable y sensata les permitio volver a su pais a traves del Plan de Retorno Humanitario Progres y zurderio con pataletas'
NoAgresivo;'Al parecer Pdta Bachelet aun no entiende de prioridades que hace delegada de Reconstruccion que aun no va al norte se perdio biobio'
NoAgresivo;'Al ver Esto Creo Firmemente que MICHELLE BACHELET es la Persona Menos Indicada para Defender los DDHH'
NoAgresivo;'Al volver Michelle Bachelet demuestra que tiene ambicion de poder si fuese vocacion de servicio seguiria donde estaba '
Agresivo;'ALEMISA MALDITA ERES UNA ZORRA DEVUELVEME ESO'
NoAgresivo;'Algo muy bueno debi haber hecho en esta vida o quiza en la otra para tener una mujer tan maravillosa gracias por ser mi companera de viaje y de vida '
NoAgresivo;'amiga no quiero que te mueras mira lo perra q estas tenes que lucirte jajaja la amo'
Agresivo;'amigaaaaaa como estas tanto tiempo tenemos que juntarnos (maraca culia te odio ojala nunca mas verte)'
NoAgresivo;'AMO la buena onda que hay entre las mujeres hoy en dia las buenas vibras son hermosas '
Agresivo;'amor violento tonta weona wena pal p marengo es mas weona que los perros nuevos'
Agresivo;'Ana Lya Uriarte Si Bachelet no se emancipa d la flia DavalosChampignon terminaran por sepultarla D la flia muchas veces hay q divorciarse'
NoAgresivo;'anciones Es broma Tan tibios los politicos de derecha no tienen ni un brillo'
Agresivo;'Anda a hacer vida social en Punta Peuco mejortonta weona'
Agresivo;'Anda a lavarte ese culo mujer que se jodan Tu quieres sacarle provecho a las desgracias de los demas'
Agresivo;'ANDAN PURO MATANDO A LOS MAPUCHE VIEJA MARACA SAPA CONCHETUMARE SOY TAN HUEONA QUE LE PASAY EL HOLLO AL PIÑERA BASTARDA CULEA EL PUEBLO MAPUCHE DISE QUE VA COBRAR VENGANSA PASANDOTE EL PICO POR LA JETA BORRACHA MARACA SAPA EDIONDA Y LA RECONCHETUMARE TRAGASABLEDE CARNE '
Agresivo;'Andate de mi region vieja culia'
Agresivo;'Andate maraca culia con la Kenita tenemos suficiente no necesitamos importar mas maracas'
Agresivo;'Anoche estaba tranqui bailando en el boliche y se acercan como 4 pibes a sacarme a bailar (iban probando de a uno) a todos les dije que no insistian e insistian hasta que se cansaron y me tiraron un ANDA A LA CONCHA DE TU MADRE LOCA DE MIERDA ASI NO VAS A COGER NUNCA'
Agresivo;'AONDE TA LA VIEJA CULIA QUE GRITO QUE SE VAYA ANDATE VO MARACA CONCHETUMAREEEE NO SI NO FALTAN ESAS WEONAS E LOS FANDOM '
NoAgresivo;'aportar un poco para la felicidad de otro persona se siente bien gracias '
NoAgresivo;'Apoyando el deporte Femenino de nuestro municipio  mujeres berracas luchadoras emprendedoras y muy buenas deportistas Felicidades a todas '
Agresivo;'Aprende a escribir engendro ctm Como le cagas la vida a tu hijo con palabras inexistentes tonta weona inculiable Saludos'
NoAgresivo;'Aprovecho de felicitar al Gbrno de la presidenta Bachelet en el dia Nacional del circo '
Agresivo;'Aqui te critican por salir de peda ya eres una zorra mala nina etc que estressssss'
NoAgresivo;'Argentinas y chilenas peleandose mientras que en paraguay estan las mujeres mas lindas del mundo'
Agresivo;'ASI COMO ERES D DESCARADA PUTABARATA ACTRIZPORNO MAGGIECIVANTOS LLEVAS D VIAJE YFOLLAS CON EL PERVERTIDOPEDOFILO VIOLADORDEMENORES COLMENAR XQ NO LO ENSEÑAS PERRAASQUEROSA TEFOLLAS UN VIOLADORDEMENORES DROGADAYBORRACHA LA UNICA MANERA DFOLLAR PROSTITUTABARATA COMPLICE'
Agresivo;'ASI COMO LA DESCARADA PUTABARATA ACTRIZPORNO MAGGIECIVANTOS FOLLACON EL PERVERTIDOPEDOFILO VIOLADORDEMENORES XQ NO MUESTRA COMO QUEDA CON EL SOLO PARAFOLLAR ES UNA PERRAASQUEROSA maggiecivantos SEFOLLA UN VIOLADORDEMENORES DROGADAYBORRACHA LA UNICAMANERA DFOLLAR PROSTITUTABARATA'
NoAgresivo;'Asi con las convicciones de Bachelet/ falta que digan que murieron por causa natural '
NoAgresivo;'Asi que el comando de M Bachelet pidio a Julian Elfenbein y no acepto que la entrevistara Mauricio Bustamante La Muda lo hizo otra vez'
NoAgresivo;'ASI SE HABLA‼️‼️‼️‼️JOSE ANTONIO COLOMA REVENTO A GB‼️‼️‼️‼️Insolente ignorante y no ha entendido absolutamente nada'
Agresivo;'Asi son para el resto se disfrazan de buenas personas para que todos crean que las locas son ellas para quedar como unos duques para seguir ejerciendo violencia sobre sus mujeres total las exageradas son ellas'
NoAgresivo;'Atentos Camioneros reaccionan frente al alza del Diesel como Subiran sus tarifas y servicios de transporte lo que se traduce en alza en los precios de TODO Con Bachelet paraban el Pais con Pinera suben tarifas MISERABLES'
NoAgresivo;'Atrosh que Boric se reuna con un asesino'
NoAgresivo;'aww grisi sabes que yo te quiero muchisisismo mujer Eres asombrosa Sigue asi y jamas te detengas ) te quiero te quieroo'
Agresivo;'Ay esta tonta weona La rusia de la pobla Weona aprende a leer Cuanto te pagan por chupar pico en este gobierno A la region q eligio esta inculeable por favor sanciones drasticas'
Agresivo;'ayer me bloqueo la maraca culia de bruffinelli porque le dije que era una weona sola en este pais se condena decir la verdad'
Agresivo;'ayer una cuica le dijo al colectivero eres un simple taxista y eso vay a ser siempre a lo que yo respondi que te crei maraca culia'
Agresivo;'Bachelet elegir bien los equipos de trabajo jajajaja los elige tan bien que por eso murieron tantos chilenos el 27/F LasCarasDeLaMoneda'
NoAgresivo;'Bachelet 2005 hizo un video similar al de Goldborne comparenlo La dif MB usa la muerte de su padre LG usa de donde salio'
NoAgresivo;'Bachelet advierte a Bolsonaro que vigilara los DDHH Ya encargo informes sobre situacion de Brasil a Caval con ilustraciones de Diezzel Kunst'
NoAgresivo;'Bachelet avisa a Bolsonaro que vigilara el respeto a los DDHH en Brasil Y los de Venezuela Y los de Nicaragua Y los de Cuba'
NoAgresivo;'Bachelet celebrando el 11 de septiembre jajajajaja csm xD'
NoAgresivo;'BACHELET CREA RED DE PARQUES PROTEGUDOS DE LA PATAGONIA PIÑERA LE BAJA EL PRESUPUESTO Ministerio de la ciencia y la tecnologia Y Pinera le baja el presupuesto'
NoAgresivo;'Bachelet es muy graciosa dice que va a vigilar de cerca a Bolsonaro para que no se cometan en Brasil violaciones de los derechos Senora mbachelet sabe en donde si esta ocurriendo eso en Venezuela'
NoAgresivo;'Bachelet esta mas preocupada por una hipotetica violacion futura de DDHH en Brasil que por las violaciones cronicas y permanentes de DDHH en Cuba Venezuela y Nicaragua'
Agresivo;'Bachelet fue el monigote del Gobierno anterior por Velasco Y Lagos por mas que sepa se mando los medios cagazos'
Agresivo;'BACHELET HASTA ULTIMO MINUTO HACIENDO DAÑO A CHILE  El reajuste de pago a Alsacia se acordo a dos dias del termino del gobierno de BACHELET El documento establecio un aumento en el pago por pasajero transportado de $5201 que el Estado hoy debe cancelar de manera retroactiva'
NoAgresivo;'Bachelet la hizo bien cumplio la cuota que la ONU le exigia para el puesto que hoy tiene como alta comisionada de Derechos Humanos'
NoAgresivo;'Bachelet me quema pero lo que mas me quema es como baila me da entre pena rabia nostalgia un sin fin de cosas'
NoAgresivo;'Bachelet miente y se rie en la cara de todos'
NoAgresivo;'Bachelet no es la solucion eso primarias vote'
NoAgresivo;'Bachelet no tiene moral ni etica para exigir a un presidente recien electo si aun no menciona de lo que pasa en Venezuela y Cuba'
NoAgresivo;'Bachelet no tiene tiempo de ir a Venezuela porque esta ocupada vigilando a Bolsonaro que si es un real peligro para la humanidad '
Agresivo;'Bachelet promete extender el metro me imagino que de la misma forma qe prometio Biotren hasta Coronel'
NoAgresivo;'Bachelet y sus secuaces deben pagar con carcel efectiva o al Paredon por arruinar la Patria '
Agresivo;'Bachelet ya dijo que el Tsunami llegaria solo a Bolivia  Creo que se metio 5 chicles a la boca'
NoAgresivo;'Bachelet ya habria advertido del peligro de tsunami en Santiago y Bolivia'
NoAgresivo;'Bachelet como presidente de la republica de Chile podria haber dado estas declaraciones en cualquier parte y no esperar su llegada a Stgo'
Agresivo;'Barbara Ctm por mas mal que te caiga alguien no puedes sacarle la madre y menos si fallecio con eso no se juega maraca culia'
NoAgresivo;'Barbara es una mujer maravillosa que recolecta juguetes en buen estado para regalarlos en navidad a ninos y ninas de escasos recursos'
NoAgresivo;'Basicamente los que esperan Bachelet son aquellos que quieren bonos por hacer nada'
NoAgresivo;'Bella inteligente maravillosa Orgullosas de ser tus fans Una mujer extraordinaria '
NoAgresivo;'Bellas palabras de la companera Carmen Andrade recordando a las mujeres pobladoras que la formaron en ese aprendizaje por el feminismo con todo y en todos los sentidos'
NoAgresivo;'Benditas aquellas mujeres que hoy decidieron quedarse en casa como ninas buenas que son a ver pelis o estar en las redes sociales y no salieron a echar desmadre y portarse mal'
Agresivo;'Besar a una mujer sin apretarle las nalgas  es una falta de respeto'
Agresivo;'BESITOS TERE LA GORRIADA D4L SIGLO DEJATE DE ESCRIBIR IDIOTESES PREOCUPATE DE QUE NO TE SIGAN GORRIANDO TAN SEGUIDO Y DE SEGUIR MENDIGANDO PARA TU FUNDACION JJAJAJJJAJA ME HACEN TANTO REIR SOBRETODO CIA DO HABLAN DE LA GORDI LOS COMUNACHOS Y DEMASya nos veran en las calles'
NoAgresivo;'Bitar dice que bachelet es una mujer integra y CABAL jajajajaja se le chispoteo Tolerancia0/Villegas q es CAVAL JA'
NoAgresivo;'Bitar habla pura tonteras Jubile senor  YO no soy de la derecha tampoco de la NM y claramente Bachelet NO tiene liderazgo'
Agresivo;'Bocachancla Feminazi cuando vuelvas a follar en la calle como una puta barata cuidado con el bolso no vaya a ser que te lo roben otra vez'
NoAgresivo;'Bolsonaro no tiene ni 24 de haber arrasado en las elecciones y ya Bachelet dice que velara por los DDHH en Brasil Cuanta diligencia la de esta senora mbachelet mientras no hace nada por los asesinatos de la Dicaduras de Venezuela y Nicaragua'
NoAgresivo;'Boric Boric ten un poco de dignidad y andate'
NoAgresivo;'Boric enloda al parlamento es antipatriota El sale de Chile con pasaporte diplomatico como representante del Estado'
NoAgresivo;'boric es el defensor de un delincuente comun Palma Salamanca mato a Jaime Guzman sino que ademas asesino en Brasil'
Agresivo;'Boric se pasa por el culo a todo Chile'
NoAgresivo;'Boric Sinverguenza'
NoAgresivo;'Boric trajo desde Punta Arenas a su feminazi preferida'
NoAgresivo;'Boric y su Mina lo que hicieron fue validar el asesinato impune de senadores'
NoAgresivo;'Boric vas de Tumbo en TumboParece que no aprendes'
NoAgresivo;'Boricun pobre diablo enfermo de un TOC y tambien se le arranca la moto'
NoAgresivo;'Boric Oye Maite necesito algun alboroto para que se olviden de que me junte con el asesino Palma Salamanca'
Agresivo;'Borra esta wea al toque sangana culia Me importan tres hectareas de tula que no entendai DELETE THIS MARACA CONCHETUMADRE'
Agresivo;'Borraste el tuit pero igual te quiero decir que a quien veni a tratar de flojos tu weona tonta ni que vivir de sacarse fotos en pelota fuera muy esforzado Mas encima entraste a estudiar derecho porque despues de lo horrible que te quedo la cara no te pesco nadie fea culia'
NoAgresivo;'Bravo Ceci Perez usted tiene mas pantalones que muchos que estan en gobierno'
Agresivo;'BRIANNA TE DEDICO MI MAS SINCERO HIJA DE LA TROLA LLEGASTE A PURO CAGAR EL FANDOM MARACA Y LA CTM TE PASEO DE LAO A LAO FEA CULIA'
NoAgresivo;'Buena ejemplar generosa serena luminosa que mujer tan maravillosa nadie merece tanto dolor'
NoAgresivo;'Buenad noches mi distinguida y bella Dama que pases una bendecida noche saludos de su eterno enamorado con respeto'
Agresivo;'buenas dias a todas las mujeres menos a las que buscan aprobacion masculina ellas me caen de la verga no me hablen'
NoAgresivo;'Buenas Noches quiskillosa no me quiero ir a dormir por darte la gracias por tu apoyo mujeres como tu pocas leales humildes desinteresadas un honor tu apoyo Gracias tu me INSPIRAS'
NoAgresivo;'Buenas noches a todas las mujeres hermosas de Twitter menos a mi crush porque no me quiere'
NoAgresivo;'Buenas noches Que tengan una excelente semana Dios no nos mandes mas senales ya sabemos que la senora bachelet debe renunciar'
NoAgresivo;'Buenas noticias para EEUU y el mundo La diversidad las mujeres la cordura el respeto a los derechos y libertades acotando al exceso intransigente Una puerta a la esperanzagpscongreso )PSOE'
NoAgresivo;'Buenas tardes MENOS a quienes en su pinche vida se han manifestado por la violencia contra las mujeres'
NoAgresivo;'Bueno a si actuan ladrones ausadores Es cosa depreguntarle al hijo de Bachelet'
NoAgresivo;'Buenos dias  Bella  hermosa  preciosa  fabulosa  fantastica  perfecta  sensual  sexy  maravillosa mujer  Que tengas un hermoso dia Dios te bendiga exitos'
NoAgresivo;'Buenos dias y buenas noticias  En su discurso tras conocer la victoria la senadora Warren dice  esta resistencia comenzo con las mujeres'
NoAgresivo;'Cabros con Matthei y Bachelet vamos a seguir en lo mismo Sean inteligente Tenemos mas opciones yo al menos voto4 y mi familia tb'
Agresivo;'Cacharon lo que anda hablando el sacoweas mitomano de joseantoniokast sobre la delegada de la ONU Michelle Bachelet Algun dia lo meteremos preso por calumnias a este conchesumadretarde o temprano pagara el vago qlio'
NoAgresivo;'Cada dia estoy mas enamorado de esta mujer me gusta decirselo de todas las formas en todos los lenguajes a traves de todas las maneras'
Agresivo;'Cada dia nos queda mas claro la mierda de persona que es esta tonta weona ERES UNA MIERDA DE PERSONA TERESA  MISERABLE BASURA  '
Agresivo;'Cada vez me sorprende menos la idiotez humana como tan imbecil y sin corazon weona pitia sin sentimientos Loca de patio ya la viera a ella en esas condiciones solo pido que el karma funcione y luegocon la bruta…'
Agresivo;'callate hueona tonta estas bien asi dp te vas a andar desmayando'
Agresivo;'Callate maraca CTM no tienes ni un pedazo de brillo boliviana ql VamosLaU'
Agresivo;'Callate pinche perra sarnosa muy valiente y todo no Por que no amarras tu asqueroso osico pinche puta no sabes con quienes te estas metiendo maldita perra'
Agresivo;'Callate tonta weona'
Agresivo;'callate tonta weona como se te ocurre ofender a la gente con semejante brutalidad…'
Agresivo;'callate vo vieja culia'
Agresivo;'Callen a esa enferma facha retrograda cara de raja asquerosa con que moral Weona loca anda a vistar los viejitos de punta peuca y quedate con ellos encerrada '
Agresivo;'calllate voz perra asquerosa'
Agresivo;'Camila Vallejo en chv PERRA CULIA ME CAGASTE EL AÑO ENTERO EN LA U MARACA'
Agresivo;'care caballo culia andai hablando weas maraca conchetumare'
Agresivo;'CARE RAJA la Van RysselVerga le saca los panales y los chanchos a los viejos de Punta Peuco'
NoAgresivo;'Carismatica censilla humilde talentosa bondadosa bella simpatica maravillosa genial perfecta Son las palabras que encontre para definir a esta extraordinaria mujer Sos mi idola florvigna'
Agresivo;'Carmen Madigoitia es una vieja culia LO SIENTO NACIO VIEJA CULIA Y VA A MORIR VIEJA CULIA Tiene cerebrin es weona lo siento tiene cerebrin y diganle que con esa blusa amarilla parece vaca con hepatitis'
NoAgresivo;'Celebrando la vida de una maravillosa mujer una hermana que la vida nos regalo'
Agresivo;'Cerra el culoq esos descerebrados son tus apanadosdespues lloras represion puta barata'
Agresivo;'Chana culia que ganas de que desaparezcan todas las escorias como tu Denuncien a esta maraca hagan su vida miserable SigridAntonella'
Agresivo;'Chandososera tu puta madregonorrea asquerosaPerra hijueputamalparidagaminapirobano nacistesino que te tiraron en una manga'
NoAgresivo;'CHAO BORIC CHAO ORSINI villegas lo dice clarito'
Agresivo;'che chilenito jugas re mal Y K HUEA MARACA CULIA TE VAMOH A MATARTE TAY VIA '
