etiqueta	texto
agresivo	'BESITOS TERE LA GORRIADA D4L SIGLO DEJATE DE ESCRIBIR IDIOTESES PREOCUPATE DE QUE NO TE SIGAN GORRIANDO TAN SEGUIDO Y DE SEGUIR MENDIGANDO PARA TU FUNDACION JJAJAJJJAJA ME HACEN TANTO REIR SOBRETODO CIA DO HABLAN DE LA GORDI LOS COMUNACHOS Y DEMASya nos veran en las calles'
agresivo	'estas segura maraca culia que catrillanca asalto a las profesoras callate bastarda culiaa'
agresivo	'sabi q no weona tonta desaparece y te pego'
agresivo	'Conchetumadre perra culia te odio'
agresivo	'Todos tenemos una Melisandre en la vida esa maraca culia que te absorbe y se va cuando estay en el peor momento dejandote mas cagao'
agresivo	'Orsini cayo en la trampa d boric jaja una pendeja q no le ha ganado a nadie'
agresivo	'Voy a pegar el programa de la bachelet en mi pieza pa acordarme de todas las weas que esta prometiendo'
agresivo	'Presidenta Bachelet anuncian que Junaeb este 2015 dara 50% mas de utiles escolares el hijo se llevo abacos y calculadoras'
agresivo	'Que medida mas pelotuda a gente que esta trabajando dignamente mientras a vista de los guardias weones robando'
agresivo	'ohh mujer culia estresante'
agresivo	'Contentos estan por los invasores haitianos sus complices y la nefasta Bachelet la antigua y nueva izquierda los jesuitas las ong jode pais LAW linea aerea fraudulenta los proinmigrantes blandengues las autoridades haitianas q se deshacen de sus cachos y superocho'
agresivo	'Es un pobre y triste gueon maricon poco hombre riendose de su hijo ya la vida te pasara la cuenta desgraciado infiel todo lo que humillaste a tu hijo conchetumadre hijo de perra malo'
agresivo	'Gisel espero que no pienses que voy a hacer tu maldita integradora no vemo en diciembre perra'
agresivo	'Y a vo te falta pico que andai tirando mierda a las demas Y yo soy mas vieja y mas maraca aunPero la zorra y el hoyo son mios hueona fea y mal culia'
agresivo	'COMO PODI SER TAN CABEZA HUECA MARACA CULIA OJALA TE ATROPELLE UN CAMION A VER SI GUSTA MilagrosBravo06 BESITOS'
agresivo	'Como se le ocurre a la Senora Tintori pedir que venga a Venezuela la vieja comunista parcializada de la Bachelet Con razon nadie la toma en serio'
agresivo	'Hola sr Mario13868301 se que usted quiere follar a esta puta barata pero solo mi amo Adrian26497061 es quien decide y manda sobre esta perra sumisa '
agresivo	'aaaa watona ql que mierda haces hablando ahi de Chile weona hablando de lo que pasa aca ven a Chile mierda'
agresivo	'Hasta cuando a este punga comunacho con corte de pelo de sicario se le permite hacer lo que quiera  '
agresivo	'Porque yo le dije vo me robai alguna wea maraca culia te boto los tres dientes q te quedan '
agresivo	'Las minas que hablan de respeto a la mujer y despues van y se le tiran a vagos con novia se rien de una mina wampuda o…'
agresivo	'FRANCIA ES HIPERCOMUNISTA WEONA TONTA'
agresivo	'Yo le diria hasta cuando me weai tonta weona y la ctm Y le muestro un puno'
agresivo	'El partido de manana me tiene mas tiriton que la guata de Bachelet'
agresivo	'Weona estupida le molestaa una groseria pfff es una mina problematicaaa **'
agresivo	'dEJEN DE DECIRLE BIG HITLER A BH POR LA MIERDA NO TE DAI CUENTA DE QUIEN ES ESE WEON ESTUPIDA CULIA SE NOTA QUE TODAVIA NO CAXAN NI UNA WEA MEJOR PONGANSE A LEER DE HISTORIA Y DEJEN DE WEAR CON CUEA SABEN DE LO QUE ESTAN HABLANDO TONTA WEONA RECONCHETUMAREEEE'
agresivo	'ayer una cuica le dijo al colectivero eres un simple taxista y eso vay a ser siempre a lo que yo respondi que te crei maraca culia'
agresivo	'SAQUEN A ESA VIEJA CULIA DE IQUIQUE  NADIE NECESITA A UNA VACA YETA ALLA'
agresivo	'Vaca culia antipatica esta lista para ser echada a la parrilla y yo me ofrezco a hacer los honores'
agresivo	'Bachelet elegir bien los equipos de trabajo jajajaja los elige tan bien que por eso murieron tantos chilenos el 27/F LasCarasDeLaMoneda'
agresivo	'No le voy a contestar a una weona que tienen una foto de perfil de una loca que aparece en paginas porno po'
agresivo	'La weona estuvo como 10 minutos esperando su turno en la fiambreria Le toca y recien se pone a ver que mierda va a llevar y dice deme de ese queso CUAL PO TONTA CULIA HABEMOS COMO 20 WEONES DESPUES QUE TU'
agresivo	'oye weona loca me dijeron que teni la flor de loto en el oio es verdad que se te salen pa fuera las tripas tan culia q… — Si hueona o no me viste denante en el video de la moto '
agresivo	'Vos sos una enferma Negra puta trola barata'
agresivo	'Yo creo que todo aquel que voto por Bachelet esta recontento por el pituto que se gano Francisco Vidal  Fresco de raja el culiao '
agresivo	'La mayor verguenza una mujer tan pero tan tan tan tonta sirviendo solo de palera de los sapatras'
agresivo	'TE ODIO PUTA CULIA ME CAGASTE LA VIDA CONCHETUMADRE TE ODIO MARACA DE MIERDA PUTA CULIA TE ODIO'
agresivo	'Tragatelo si quieres maldita perra asquerosa'
agresivo	'Matias del rio es sostenedor de colegios Bachelet le cago el negocio '
agresivo	'Que weona mas tonta la tal Rosemarie caga el programa y al concursante Es una completa verguenza para todas las mujeres esta mina'
agresivo	'Maraca Culia Te Odio Hiciste Sufrir A Mi Brunito Vali Callampa Chupa El Pico Ojala Mueras Eres La Peor Persona Que Existe l'
agresivo	'Par de sinverguenzas y traidores pero no se que me extranas si pertenecen a elfrenteamplio'
agresivo	'Anoche estaba tranqui bailando en el boliche y se acercan como 4 pibes a sacarme a bailar (iban probando de a uno) a todos les dije que no insistian e insistian hasta que se cansaron y me tiraron un ANDA A LA CONCHA DE TU MADRE LOCA DE MIERDA ASI NO VAS A COGER NUNCA'
agresivo	'Sigan dejando ir a mujeres buenas y fieles por culitos que te lo menean a ti tus panas y a otros mas'
agresivo	'Puta que me cae mal esa maraca culia de la Sandra la conchasumare mira con cara de maldita a todos los perros culiaos'
agresivo	'Te conozco Hace mucho no venis perra maldita'
agresivo	'Perra asquerosa Y eso justifica q quemen a la fuerza publica eso justifica danar el patrimonio de miles de colombianos q se han jodido para conseguir sus cosas y vengan los terroristas vestidos de estudiantes a destruirnos pagamos impuestos para q nos defiendan vieja hijueputa'
agresivo	'Cacharon lo que anda hablando el sacoweas mitomano de joseantoniokast sobre la delegada de la ONU Michelle Bachelet Algun dia lo meteremos preso por calumnias a este conchesumadretarde o temprano pagara el vago qlio'
agresivo	'yo pense que tu eras una mujer digna pense que estabas conectada con la realidad del pais…'
agresivo	'con* buscadora de atencion mereces ser violada Nosotros los fans internacionales odiamos tu asquerosa voz nasal Para de actuar linda perra te ves horrible'
agresivo	'Paulina avvergar xq no paras tu show d 1 vez Llamas toooodo el dia a mi todos los dias Hoy contesto mi sobrina de 9 AÑOS y le dijiste maraca culia no te da verguenza enferma de mierda Y t cuento q d maraca no tengo nada de culia MUCHO y x quien tu sabesjajajaj'
agresivo	'es que pa ser hipster teni que ser flaco po siendo una vaca culia no te podi abrochar el primer boton de la camisa'
agresivo	'Callate tonta weona'
agresivo	'te caiste de la cuna cuando eras chica weona tonta <3'
agresivo	'Que weona mas tonta La comparacion solo puede venir de alguien sin cerebro Estupida'
agresivo	'FLAITE CULIA PROMEDIO se jura rica y da verguenza Se cree por comerse a un cuico come chicle como vaca aun dice oe hermano DA ASCO '
agresivo	'Jajaja saludame a la puta de tu mama obviamente barata por que me imagino que esta gorda enana vieja y culera'
agresivo	'Matthei re culia por tu culpa tengo que ir triste de vocal de nuevo te odio getona reculia igual no vay a salir maraca zorra buena pal pico'
agresivo	'maraca culia mala ojala el diablo se le meta por el orificio vaginal  '
agresivo	'LAUREN PENDEJA CULIA CALMATE HIJA DE PUTA'
agresivo	'La Monica debe ser la tipica profe de ed fisica que se come a los otros profes del colegio maraca culia '
agresivo	'No soporto a esa mujer de mierda'
agresivo	'Esa puta perra me ama me quiere enloquecer'
agresivo	'che chilenito jugas re mal Y K HUEA MARACA CULIA TE VAMOH A MATARTE TAY VIA '
agresivo	'OYE A VER A QUIEN LE VENIS A DECIR VIOLENTO MARACA CULIA TONTA NO PODIS GENERALIZAR WEONA PATETICA QUE TE CREIS TE VOY A SACAR LA CHUCHA ME DAI PENA'
agresivo	'Una mujer deja de ser senorita cuando es madre Hay que ser muy muy pero muy ridicula para corregir a alguien que c…'
agresivo	'Pelusa estupida la odio con todo mi ser '
agresivo	'Ojala le hagan un portonazo a esta weona tonta o le asalten a un hijo y le saquen la cresta a ver si va a hablar tanta wea junta'
agresivo	'vo vay a ser peligrosa reculia atrevete a pegarme maraca culia que vay a salir con la media sonrisa hecha por mi corta pluma sii'
agresivo	'Que puta calienturienta eresmira que terminar una relacion y al toque como perra se busca otro con quien revolcarseeso es normal en los hombres pero una mujer debe tener honor y dignidad y moral y tu no la tienes zorra asquerosa'
agresivo	'Si tonta weona y lo ibamos a tapar con tu sabana inmunda Mujer de mierda insensible Asi como detras tuyo hay una familia detras de Camilo tbn hay una familia y un hijo de 6 anos q ha quedado sin padre'
agresivo	'Un asco la entrevista de TVN a la Bachelet Las preguntas las hizo ella misma para hacerse la victima'
agresivo	'OYE MARACA CULIA QUE ANDAI INVENTANDO WEAS SI TE INVITAN A GRUPOS NO ES PA QUE ANDIS CAHUINEANDO TE VEIAS DECENTE ROTITA '
agresivo	'Cadem El 71% no le cree a Bachelet El otro 29% son weones que constituyen su gabinete'
agresivo	'Si legalizan el aborto esas negras promiscuas se pasarian cogiendo y…'
agresivo	'Puta fumona barata pides respeto a la mujer jajajajajaja si q eres un chiste'
agresivo	'BAJA EL CARTEL MARACA CULIA JIRAFA Y LA RECONCHETUMARE SALE QUE NO VEO asi vamos a estar obvio'
agresivo	'La weona habla puras weas La tipica tonta que habla solamente pero de todo lo que dice no se entiende nada'
agresivo	'tienes que leer mas antes de hablar ganta estupidez de lo contrario quedas como agueona tonta weona'
agresivo	'A una mujer no se le pega pero a Berni la golpearia tanto tanto pa que deje a esa mierda de pololo que tiene'
agresivo	'jjajs tonta pero no hueona'
agresivo	'Que bueno entonces habra que dar dos grandes PLR  '
agresivo	'QUE HIJA DE PUTA PONES LA QUE TE CONVIENE JOSEFINAAAAAA '
agresivo	'Weon que juicio justo estupida Mato a un senador en democraciafue condenado y se escapo de la carcel No hay juicio tonta weona Tiene que volver a la carcel La reina de las tontas weonas'
agresivo	'silvina maraca y andai tirandole mala a lis y vo aun andai llorando por Ignacio hasta cuando loca culia'
agresivo	'Igualito a este hdptodos hablan mierda y comen en dolaresotros se van a disque estudiar a otros paises a comer en McDonalds y se dicen socialistascomunistas de mierda'
agresivo	'kim conchetumare liam neeson te ha salvado la vida en todas las peliculas y tu no erES CAPAZ DE ACEPTARLE UN PANDA DE PELUCHE MARACA CULIA'
agresivo	'OYE PERRA CULIA QE WEA CON LA DOMI MARACA CONSHATUMARE ¬¬ PARA LA WEA XUXETUMARE SINO KERI QE TE VIOLE PERRA CULIA TAMO '
agresivo	'amor violento tonta weona wena pal p marengo es mas weona que los perros nuevos'
agresivo	'Sol Perez se pone un short que se le ve la mirad del orto y es re diosa pero otra se pone un short asi y es una puta barata dio miop'
agresivo	'paty maldonado vieja culia flaite y raquel argandona maraca con mala memoria'
agresivo	'Que buena coreografia metiste sol Perez y encima estas re perra lpm 🤤'
agresivo	'Pacos qliaos ahi tiene a otra tonta weona en sus filas denle la PLR igual que al otro saco de weas '
agresivo	'OH ERES UNA HIJA DE PUTA QUIEN MIERDA TE CREES PARA VENIR AH TRATARLO HACI AWEONA DEBERIAS IR AL PSICOLOGO TE HACE FALTA'
agresivo	'Deeejense huevear a Boric fachos culiaos Visiten nueva% sus amigos asesinos d Punta Peuco y sigan intentando sacarlos'
agresivo	'Lo mas creativo que me dijeron hoy por haber dicho que creo que las elecciones no son validas ademas de decirme tontaweona maracatranslesbianaidiotadescerebrada de que fumo zurda culia etcfue que me parecia a KENT jajaja'
agresivo	'la mujer es hermosa tiene una carita angelical y gime como una perraque mejor co…'
agresivo	'veamos que hablaran los moralistas de la vaca culia valle y el maraco guaguito'
agresivo	'Pero vamos me recuerda al eres una puta zorra guarra como salida facil para insultar a una tia pues en debate de wow es casual Que putada que a mi me podrian decir puta casual jajajaja zorra casual no queda tan bien xD'
agresivo	'LO QUE ME MOLESTA ES QUE LA KENDALL NO LOS PRESENTO BIEN ELLOS NO MERECIAN ESO NO SABE NI LEER LA MARACA CULIA'
agresivo	'Mande el brazo armado para que defienda las tierras que le robamos a estos mapuches terrorisraseso estas diciendo weona loca'
agresivo	'esta weona cree que despues de haberme tratado mal y haber dejado que casi me peguen voy a hablarle bien pfff estai loca weon'
agresivo	'OE ESTUPIDA NO SE LEE NADA AGRANDA ESO MALDITA BASURA CORRUPTA'
agresivo	'tan pero tan puta y mala madre dicen que apenas salio de ghvip de party con el asco de amigos y amigas Ahi esta el ejemplo de mujer amor de madre callate puta barata'
agresivo	'Besar a una mujer sin apretarle las nalgas  es una falta de respeto'
agresivo	'Tonta weona Que se vaya limpiarle la caca del hoyo a los milicos culiaos asesinos'
agresivo	'No me wei pendeja culia que me cai como el pico'
agresivo	'Muy bonito ese detalle que tienes de contestarme los mensajes cada dos horas no lo dejes de hacer nunca hija de tu puta y'
agresivo	'Se han dado cuenta que la oposicion encubrio todo lo malo que hizo Bachelet y se lo estan cargando al pdte Pinera Ahora esta weviando por las termoelectricasPirque cresta no la encararon a ella y lo hacen con el actual gbno La cosa se trata de weviar y dejarlo como mal pdte'
agresivo	'Ajajajajajajaj perdon es que te volviste tan perra que pense que buscabas a dinero'
agresivo	'perra asquerosa delincuente robas a tu pais apoyando a jueces y fiscales corruptos te vas a arrepentir de todo carajo'
agresivo	'Fue un trafico descarado  delante de nuestros ojos nos comenzaron a invadir  llegaban aviones llenos de inmigrantes El PS Bachelet el enano maldito los Je$uitas  todos coludidos  '
agresivo	'Perra asquerosa jajaja ojala ud y su mozo terminen en la carcel '
agresivo	'A vs no t van a quedar ni los piojos negra sarnosa'
agresivo	'oye Alejandra Valle quien eres tu para criticar look si pareces vaca guatona culia descarada Chancha de mierda'
agresivo	'Asi son para el resto se disfrazan de buenas personas para que todos crean que las locas son ellas para quedar como unos duques para seguir ejerciendo violencia sobre sus mujeres total las exageradas son ellas'
agresivo	'esta perra viene a defender a un narcotraficante fuera conchadetumadre perra asquerosa'
agresivo	'Lo unico que le podria decir cmadinagoitiac1 tu pareces hombre guatona tenida fea CTM te falta pico vieja sapa maraca culia metete una zanahoria en la zorra para dejar de hablar webadas…'
agresivo	'Chile es muy malo Callate maraca reculia sapa y la conchetumadre fea culia te vai en puraz falazias aweona '
agresivo	'Imaginate una mujer que no este preparada ni lubricada ni deseando tener relaciones sexuales tenga que hacerlo a cambio de…'
agresivo	'Bachelet promete extender el metro me imagino que de la misma forma qe prometio Biotren hasta Coronel'
agresivo	'La weona desgraciadano le deseo mal pero ojala la atropellen afuera del canal a la fea de mierday que el que la atropelle sea Daniel Matamala pa’ que lo metan preso tambien por weon mala leche'
agresivo	'El amor no existe y tu fuiste eres y seras una perra'
agresivo	'Comparte tus nalgas y devuelve lo robado perra Asquerosa prostituta de las correista Mataste a tu mozo para robarle todo Pero pronto estaras presa zorra'
agresivo	'Daniela Aranguiz Tenis la guata llena de celulitis guatona culia Te voy a mandar a sacar la chucha por maraca'
agresivo	'Y la susodicha comenta despues de Paris lo deje loco'
agresivo	'Senora dentrese no ve que queda como tonta como weona y por sobre todo ignorante '
agresivo	'El psicopata dice que Boric debe ser destituido por su visita a Salamanca'
agresivo	'Que mujer mas mentirosa'
agresivo	'Ponte seria maraca culia ya esta bueno con tanta mentira  mas encima te comi al chancho boric ojala te metan presa a perdon el chancho boric ya lo hizo JAJA'
agresivo	'Pregunta culia weona peeocupate primero de darle un hogar tonta saco wea cortate vo la zorra primero y despues le sacas los coquitos al perrito estupida de mierda'
agresivo	'A una mujer del signo ARIES es mejor y recomendable tenerla SIEMPRE de amiga porque de enemiga es peor que el diablo'
agresivo	'DesafueroCFK y tras las rejas hdp ladrona de cuarta asesina sinverguenza '
agresivo	'ERES UNA PERRA ASQUEROSA INUTIL DE MIERDA RASPUTIA DE MIERDAAAA ME DAS ASCO PENDEJA Y SOLO QUIERO VERTE PENDEJA PUDRIENDOTE EN LA CARCEL DESGRACIADA ESCORIA MALPARIAAAAA HIJA DE PUTAAAAA'
agresivo	'Que estupida eres Yo si trabajo honestamente No como tu que eres lo que eres gracias a colocar tu trasero por todos lados como perra Yo si amo a mi familia No como tu que eres una perfecta zorra '
agresivo	'OYE TONTA WEONA Y NO TE DUELE EL CORAZON CON LOS NIÑOS DEL SENAMEAAAH VERDAD QUE ERES ABORTERA ASESINA PERO SI AVALASA LOS DELINCUENTESENCACHAITA LA WEA'
agresivo	'Esta mujer es realmente mala estupida y sin escrupulos El Terrorismo del que habla es terrorismo de estado Asco de persona'
agresivo	'Lo que hacen con tal de no entrarle a los madrazos y luego dicen que porque los hombres ganamos mas'
agresivo	'Que se reuna con quien quiera hay que entender que esta enfermo psiquiatrico'
agresivo	'UNA PUTA BARATA FLACA COME TRIPA'
agresivo	'Jajajajajajajajaaaaaaaaaa pobre loca de mierda muerete de la arrechera cara de bruja malditaaaaaaaaa'
agresivo	'Para este Chile la putamaracachanchaculia es ella y san se acabo '
agresivo	'Y TU QUE TE METI VIEJA MARACA CULIA TE VOY A ENTUBAR LOS CHOCLOS EN LA RAJA '
agresivo	'Le dije a mi mama que yo iva a morir de sobredosis y me dijo ay hueona tonta estupida HHDHSHDJHDHDJD oye para la mano'
agresivo	'La senora que atropello estudiantes es una catrehijueputa vieja loca de mierda No hay otra forma de decirlo'
agresivo	'Weona enferma qe se defiende x twitter falso da la Cara Pendeja de Mierda'
agresivo	'hermana culia me regalo calzones vomo 5 tallas menos que la mia mansa indirecta la fea culia la voy a matar maraca zorra'
agresivo	'perra de mierda das asco eres una zorra y aparte envidiosa personas como tu dan asco y si te metes co… '
agresivo	'con todo el respeto que te mereces eres una perra asquerosa'
agresivo	'Que divertida la huasa culia tratando de maraca a las tuiteras de choro sociable siendo que ella tambien se pela por tinder JAJAJAJAJA'
agresivo	'Un canalla mas el Boric'
agresivo	'Seguro tonta para weona que la delincuencia empezo el 11 de marzo y antes no existia'
agresivo	'Con que salio un HDP diciendole a una senora que tuviera cuidado porque antes de madre era mujer com…'
agresivo	'Mames de seguro fue la perra barata de la Kenia ya vi el video de Kim y se me hace una ignorante'
agresivo	'la hueona es tonta o que'
agresivo	'Eeeeeella en perra maxima jajajaja ❤️'
agresivo	'Acaso esta mugrienta y sarnosa me tiro ese tweet a mi'
agresivo	'Callen a esa enferma facha retrograda cara de raja asquerosa con que moral Weona loca anda a vistar los viejitos de punta peuca y quedate con ellos encerrada '
agresivo	'Ademas eres una mujer fea…'
agresivo	'Qlq yo espero tambien BOBA ESTUPIDA maldita criatura'
agresivo	'Ojala te mueras por zorra puta barata'
agresivo	'Listo quien mierda sera la misss chile ojala no sea la weona que aspira a ser cantante de disney word  pobre alma quiere ser princesa'
agresivo	'Nooo Esos son los paises en que piensan que la VIEJA BACHELET ES AHUEONAAA'
agresivo	'Cuando tu macho te habla sucio mientras te hace su perra…'
agresivo	'es terrible weona y si pensaba que le iba hablar esta entera loca porque ni aunque la viera 10000 veces le hablaria a gente tan hipocrita y miserable'
agresivo	'JAJAJAJAJAJA que te pasa loca de mierda'
agresivo	'Chandososera tu puta madregonorrea asquerosaPerra hijueputamalparidagaminapirobano nacistesino que te tiraron en una manga'
agresivo	'Maraca culia wn  Pero weona que te ha echo esa mina  Nada wn pero es Maraca igual'
agresivo	'weona tonta y sin cerebro bueno es actriz no mas la pobre weona no le alcanzo para mas y pa recagarla comunista la ctmm habla puras weas'
agresivo	'Sorprendida de que eres una zorra No carino lo huelo desde aqui '
agresivo	'Maraca culia y la conchetumadre perra mal parida te odio weona mal intencionada'
agresivo	'En tu ultma foto de instagram tenes una cara de puta barata — y por que te pensas que la subi'
agresivo	'Con ustedes el cara de mono feo y la conchetumadre de Tobal Una madre perra culia que se las da de troll en Twitter webiando a hinchas de ColoColo Si con esa carita se da el lujo de andar webiando Ademas lo puteas y bloquea el feo re culiao No le compren'
agresivo	'Lo teniamos todo Por culpa de la maraca culia entrometida zorra que se come a todo el mundo no tenemos nada'
agresivo	'TONTA EATA WEONA TONTA De verdad por el bien del pais que salgas de la arena politica'
agresivo	'Perrie edwards una mujer segura de si misma que ponga lo que se ponga lo viste con actitud una mujer maravillosa y ustedes mugrosos solo critican se van para el costado por favor '
agresivo	'Crestano habia visto las imagenes d la MIERDA d mujer esa q no merece llamarse nana Q impotencia yo le saco la cresta Maldita '
agresivo	'Estupenda mujer trabajadora e inteligente no como muchas chupa Sangres comunistas caminantes de la alfombra roja q no si quieran terminaron sus estudios cathy presidente'
agresivo	'Oh zoooooooooooooorra Y no en el sentido de maraca si no que en el sentido de maraca culia'
agresivo	'Oye la tonta weona Todos reconocieron la mentira'
agresivo	'Que ganas de sacarle la mierda a la raquel es una mina re toxica y ahora metio lena para el bardo contra momoland lpm maduren hijas de puta'
agresivo	'La cago Es un peligro publico esta vieja reculia'
